Technology,Management Measure Category,Phase of Project,Stressor,Receptor,Specific Receptor,Interaction,Specific Management Measures,Implications of Measure
Wave,Compliance,Installation,Contamination,Birds,All receptors,Potential for accidental or unplanned events which could lead to contamination of the marine environment.,"Management: Establish and implement a Contamination Control Plan / Ship Oil Contamination Emergency Plans (SOPEPs).
Compliance with International Maritime Organisation (IMO) and Maritime Coastguard Agency (MCA) codes for the prevention of contamination.",Reduces risk of any contamination event and ensures that contingency plans are in place. Demonstrates compliance with environmental management systems.
Wave,Design feature,Operation & Maintenance,Entanglement,Birds,Diving birds,Potential for marine animals to become entangled in device mooring lines and cables.,Maintain taut mooring lines.,"Would remove/reduce risk of entanglement, however mooring design driven by technical and commercial consideration.
Entanglement records are a useful way to track events."
Wave,Design feature,Operation & Maintenance,Entanglement,Birds,Diving birds,Potential for marine animals to become entangled in device mooring lines and cables.,Routine inspections of mooring lines. Implement features into existing control systems to detect entanglement events.,Would remove/reduce risk of entanglement and is a low cost monitoring capability.
Wave,Design feature,Operation & Maintenance,Lighting,Birds,Seabirds,Potential for lighting to adversely affect nocturnal and migratory species.,"Consider type, colour and use of lighting during design and consultation  with navigational stakeholders.",A targeted lighting plan may have the potential to reduce impacts on sensitive species but navigational safety takes precedence.
Tidal,Compliance,Operation & Maintenance,Marine Non-Native Species (MNNS),Birds,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Compliance with all relevant guidance (including IMO guidelines) regarding ballast water management and transfer of non-native species.,Would remove/reduce risk of transfer and settlement of non-native species.
Wave,Mitigation,Installation,Marine Non-Native Species (MNNS),Birds,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Adhere to appropriate measures when jettisoning ballast water.,Reduce/remove risk of transfer of non-native species.
Wave,Compliance,Decommissioning,Marine Non-Native Species (MNNS),Birds,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Adhere to appropriate measures when jettisoning ballast water.,Reduce/remove risk of transfer of non-native species.
Tidal,Mitigation,Operation & Maintenance,Marine Non-Native Species (MNNS),Birds,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Source vessels locally.,Reduce/remove risk of transfer of non-native species.
Tidal,Monitoring,Operation & Maintenance,Marine Non-Native Species (MNNS),Birds,All receptors,Potential for introduction of MNNS which can have an adverse impact on the native species at the site.,Monitoring and reporting of MNNS.,Reduce/removes risk of transfer of non-native species.
Wave,Mitigation,Decommissioning,Vessel disturbance,Birds,Birds on water,Potential for disturbance from project vessels.,Do not break up or 'flush' rafts of birds.,"Reduces potential effects and is a relatively low cost measure, however effectiveness of mitigation is unclear. 
Also pertinent to note that the measure is selectively applied to project vessels in context of other vessel operations."
Tidal,Mitigation,Operation & Maintenance,Vessel disturbance,Birds,Birds on water,Potential for disturbance from project vessels.,Adhere to minimum approach distances for vessels on approach to marine mammals and birds.,"Reduces potential effects and is a relatively low cost measure, however effectiveness of mitigation is unclear. Can increase the time of operational procedures and thus increase cost.
Further monitoring, e.g. defining of approach distances and then comparing these to see which are most effective would validate the efficacy of the measure."
Wave,Mitigation,Installation,Vessel disturbance,Birds,Birds on water,Potential for disturbance from project vessels.,Vessel transit route: defining routes to avoid sensitive sites and to only disturb one route.,Reduces potential effects and is a relatively low cost measure.
Wave,Mitigation,Installation,Changes in sediment dynamics,Fish,All receptors,Reduced visibility impacting prey detection and obstruction avoidance.,Best practice methodologies to reduce resuspension of sediment during cable burial or device foundation / mooring installation.,n/a
Tidal,Monitoring,Operation & Maintenance,Collision risk,Fish,Fish,Potential for collision with turbine blades.,Environmental monitoring to detect collision events.,"Helps to develop an understanding of avoidance behaviour, nature of interactions and  outcome of collision events. However, there are cost implications assocaited with this level of monitoring."
Tidal,Design feature,Operation & Maintenance,Contamination,Fish,All receptors,Potential for accidental or unplanned events which could lead to contamination of the marine environment.,"Physical Containment systems including bulk heads, closed circuit systems, pressure relief systems.",Reduces risk of contamination escaping from structure.
Wave,Mitigation,Installation,Contamination,Fish,All receptors,Potential for accidental or unplanned events which could lead to contamination of the marine environment.,"Where rock placement is used, ensure clean rock is used.",Reduces/removes risk of contamination from materials.
Wave,Compliance,Decommissioning,Contamination,Fish,All receptors,Potential for accidental or unplanned events which could lead to contamination of the marine environment.,"Management: Establish and implement a Contamination Control Plan / Ship Oil Contamination Emergency Plans (SOPEPs).
Compliance with International Maritime Organisation (IMO) and Maritime Coastguard Agency (MCA) codes for the prevention of contamination.",Reduces risk of any contamination event and ensures that contingency plans are in place. Demonstrates compliance with environmental management systems.
